edge_type_id target_query source_query syn_weight weight_function weight_sigma delay dynamics_params model_template
221 node_type_id=='480169178' pop_name=='i4Pvalb' -1.1165397419 DirectionRule_others 90.0 0.9 i2e.json static_synapse
222 node_type_id=='480169178' pop_name=='i23Sst' -0.336491429066 DirectionRule_others 90.0 1.5 i2e.json static_synapse
223 node_type_id=='480169178' pop_name=='i4Htr3a' -0.0 DirectionRule_others 90.0 1.5 i2e.json static_synapse
224 node_type_id=='480169178' pop_name=='i4Sst' -0.428261818811 DirectionRule_others 90.0 1.5 i2e.json static_synapse
225 node_type_id=='480169178' pop_name=='e4Nr5a1' 27.9221839252 DirectionRule_EE 30.0 1.5 e2e.json static_synapse
226 node_type_id=='480169178' pop_name=='i1Htr3a' -0.642392728215 DirectionRule_others 90.0 3.8 i2e.json static_synapse
227 node_type_id=='480169178' pop_name=='i5Sst' -0.41296675385399995 DirectionRule_others 90.0 1.5 i2e.json static_synapse
228 node_type_id=='480169178' pop_name=='e5noRbp4' 14.6259058656 DirectionRule_EE 30.0 1.5 e2e.json static_synapse
229 node_type_id=='480169178' pop_name=='i6Sst' -0.41296675385399995 DirectionRule_others 90.0 1.5 i2e.json static_synapse
230 node_type_id=='480169178' pop_name=='e6Ntsr1' 4.07752527165 DirectionRule_EE 30.0 3.5 e2e.json static_synapse
231 node_type_id=='482809953' pop_name=='e5Rbp4' 5.53100000018 DirectionRule_EE 30.0 2.5 e2e.json static_synapse
232 node_type_id=='482809953' pop_name=='e23Cux2' 4.94878947383 DirectionRule_EE 30.0 1.6 e2e.json static_synapse
233 node_type_id=='482809953' pop_name=='i6Pvalb' -0.101715603718 DirectionRule_others 90.0 0.9 i2e.json static_synapse
234 node_type_id=='482809953' pop_name=='e4Scnn1a' 7.248521052819999 DirectionRule_EE 30.0 1.3 e2e.json static_synapse
235 node_type_id=='482809953' pop_name=='i23Pvalb' -0.70321898867 DirectionRule_others 90.0 0.9 i2e.json static_synapse
236 node_type_id=='482809953' pop_name=='i6Htr3a' -0.0 DirectionRule_others 90.0 1.5 i2e.json static_synapse
237 node_type_id=='482809953' pop_name=='i5Htr3a' -0.364166976275 DirectionRule_others 90.0 1.5 i2e.json static_synapse
238 node_type_id=='482809953' pop_name=='i23Htr3a' -0.364166976275 DirectionRule_others 90.0 1.5 i2e.json static_synapse
239 node_type_id=='482809953' pop_name=='e4Rorb' 7.248521052819999 DirectionRule_EE 30.0 1.3 e2e.json static_synapse
240 node_type_id=='482809953' pop_name=='e4other' 7.248521052819999 DirectionRule_EE 30.0 1.3 e2e.json static_synapse
241 node_type_id=='482809953' pop_name=='i5Pvalb' -0.0 DirectionRule_others 90.0 0.9 i2e.json static_synapse
242 node_type_id=='482809953' pop_name=='i4Pvalb' -0.8036788441949999 DirectionRule_others 90.0 0.9 i2e.json static_synapse
243 node_type_id=='482809953' pop_name=='i23Sst' -0.37672445821500006 DirectionRule_others 90.0 1.5 i2e.json static_synapse
244 node_type_id=='482809953' pop_name=='i4Htr3a' -0.364166976275 DirectionRule_others 90.0 1.5 i2e.json static_synapse
245 node_type_id=='482809953' pop_name=='i4Sst' -0.364166976275 DirectionRule_others 90.0 1.5 i2e.json static_synapse
246 node_type_id=='482809953' pop_name=='e4Nr5a1' 7.248521052819999 DirectionRule_EE 30.0 1.3 e2e.json static_synapse
247 node_type_id=='482809953' pop_name=='i1Htr3a' -0.5274142414999999 DirectionRule_others 90.0 3.8 i2e.json static_synapse
248 node_type_id=='482809953' pop_name=='i5Sst' -0.351609494335 DirectionRule_others 90.0 1.5 i2e.json static_synapse
249 node_type_id=='482809953' pop_name=='e5noRbp4' 5.53100000018 DirectionRule_EE 30.0 2.5 e2e.json static_synapse
250 node_type_id=='482809953' pop_name=='i6Sst' -0.0 DirectionRule_others 90.0 1.5 i2e.json static_synapse
251 node_type_id=='482809953' pop_name=='e6Ntsr1' 0.0 DirectionRule_EE 30.0 1.0 e2e.json static_synapse
252 node_type_id=='478110866' pop_name=='e5Rbp4' 3.4910968967100002 DirectionRule_others 90.0 1.5 e2i.json static_synapse
253 node_type_id=='478110866' pop_name=='e23Cux2' 0.0 DirectionRule_others 90.0 1.5 e2i.json static_synapse
254 node_type_id=='478110866' pop_name=='i6Pvalb' -0.602832209593 DirectionRule_others 50.0 1.2 i2i.json static_synapse
255 node_type_id=='478110866' pop_name=='e4Scnn1a' 2.42511311146 DirectionRule_others 90.0 1.5 e2i.json static_synapse
256 node_type_id=='478110866' pop_name=='i23Pvalb' -0.0 DirectionRule_others 50.0 1.2 i2i.json static_synapse
257 node_type_id=='478110866' pop_name=='i6Htr3a' -0.544019311096 DirectionRule_others 50.0 1.5 i2i.json static_synapse
258 node_type_id=='478110866' pop_name=='i5Htr3a' -0.544019311096 DirectionRule_others 50.0 1.5 i2i.json static_synapse
259 node_type_id=='478110866' pop_name=='i23Htr3a' -0.0 DirectionRule_others 50.0 1.5 i2i.json static_synapse
260 node_type_id=='478110866' pop_name=='e4Rorb' 2.42511311146 DirectionRule_others 90.0 1.5 e2i.json static_synapse
261 node_type_id=='478110866' pop_name=='e4other' 2.42511311146 DirectionRule_others 90.0 1.5 e2i.json static_synapse
262 node_type_id=='478110866' pop_name=='i5Pvalb' -0.602832209593 DirectionRule_others 50.0 1.2 i2i.json static_synapse
263 node_type_id=='478110866' pop_name=='i4Pvalb' -0.602832209593 DirectionRule_others 50.0 1.2 i2i.json static_synapse
264 node_type_id=='478110866' pop_name=='i23Sst' -0.0 DirectionRule_others 50.0 1.5 i2i.json static_synapse
265 node_type_id=='478110866' pop_name=='i4Htr3a' -0.544019311096 DirectionRule_others 50.0 1.5 i2i.json static_synapse
266 node_type_id=='478110866' pop_name=='i4Sst' -0.764567680459 DirectionRule_others 50.0 1.5 i2i.json static_synapse
267 node_type_id=='478110866' pop_name=='e4Nr5a1' 2.42511311146 DirectionRule_others 90.0 1.5 e2i.json static_synapse
268 node_type_id=='478110866' pop_name=='i1Htr3a' -0.0 DirectionRule_others 50.0 3.8 i2i.json static_synapse
269 node_type_id=='478110866' pop_name=='i5Sst' -0.764567680459 DirectionRule_others 50.0 1.5 i2i.json static_synapse
270 node_type_id=='478110866' pop_name=='e5noRbp4' 3.4910968967100002 DirectionRule_others 90.0 1.5 e2i.json static_synapse
271 node_type_id=='478110866' pop_name=='i6Sst' -0.764567680459 DirectionRule_others 50.0 1.5 i2i.json static_synapse
272 node_type_id=='478110866' pop_name=='e6Ntsr1' 3.4910968967100002 DirectionRule_others 90.0 1.5 e2i.json static_synapse
273 node_type_id=='481017021' pop_name=='e5Rbp4' 3.47670294247 DirectionRule_others 90.0 1.2 e2i.json static_synapse
274 node_type_id=='481017021' pop_name=='e23Cux2' 3.82437323672 DirectionRule_others 90.0 1.2 e2i.json static_synapse
275 node_type_id=='481017021' pop_name=='i6Pvalb' -1.9021960926599997 DirectionRule_others 50.0 1.6 i2i.json static_synapse
276 node_type_id=='481017021' pop_name=='e4Scnn1a' 3.6215655650699996 DirectionRule_others 90.0 1.2 e2i.json static_synapse
277 node_type_id=='481017021' pop_name=='i23Pvalb' -1.2628024480700002 DirectionRule_others 50.0 1.6 i2i.json static_synapse
278 node_type_id=='481017021' pop_name=='i6Htr3a' -0.287727140066 DirectionRule_others 50.0 1.5 i2i.json static_synapse
279 node_type_id=='481017021' pop_name=='i5Htr3a' -0.287727140066 DirectionRule_others 50.0 1.5 i2i.json static_synapse
280 node_type_id=='481017021' pop_name=='i23Htr3a' -0.0 DirectionRule_others 50.0 1.5 i2i.json static_synapse
281 node_type_id=='481017021' pop_name=='e4Rorb' 3.6215655650699996 DirectionRule_others 90.0 1.2 e2i.json static_synapse
282 node_type_id=='481017021' pop_name=='e4other' 3.6215655650699996 DirectionRule_others 90.0 1.2 e2i.json static_synapse
283 node_type_id=='481017021' pop_name=='i5Pvalb' -1.9021960926599997 DirectionRule_others 50.0 1.6 i2i.json static_synapse
284 node_type_id=='481017021' pop_name=='i4Pvalb' -1.50257506479 DirectionRule_others 50.0 1.6 i2i.json static_synapse
285 node_type_id=='481017021' pop_name=='i23Sst' -0.0 DirectionRule_others 50.0 1.5 i2i.json static_synapse
286 node_type_id=='481017021' pop_name=='i4Htr3a' -0.287727140066 DirectionRule_others 50.0 1.5 i2i.json static_synapse
287 node_type_id=='481017021' pop_name=='i4Sst' -0.719317850166 DirectionRule_others 50.0 1.5 i2i.json static_synapse
288 node_type_id=='481017021' pop_name=='e4Nr5a1' 3.6215655650699996 DirectionRule_others 90.0 1.2 e2i.json static_synapse
289 node_type_id=='481017021' pop_name=='i1Htr3a' -0.0 DirectionRule_others 50.0 3.8 i2i.json static_synapse
290 node_type_id=='481017021' pop_name=='i5Sst' -0.639393644592 DirectionRule_others 50.0 1.5 i2i.json static_synapse
291 node_type_id=='481017021' pop_name=='e5noRbp4' 3.47670294247 DirectionRule_others 90.0 1.2 e2i.json static_synapse
292 node_type_id=='481017021' pop_name=='i6Sst' -0.639393644592 DirectionRule_others 50.0 1.5 i2i.json static_synapse
293 node_type_id=='481017021' pop_name=='e6Ntsr1' 7.24313113013 DirectionRule_others 90.0 1.2 e2i.json static_synapse
294 node_type_id=='517645929' pop_name=='e5Rbp4' 14.391830857 DirectionRule_EE 30.0 1.5 e2e.json static_synapse
295 node_type_id=='517645929' pop_name=='e23Cux2' 12.9090361626 DirectionRule_EE 30.0 1.8 e2e.json static_synapse
296 node_type_id=='517645929' pop_name=='i6Pvalb' -0.121907273142 DirectionRule_others 90.0 0.9 i2e.json static_synapse
297 node_type_id=='517645929' pop_name=='e4Scnn1a' 27.475313454299997 DirectionRule_EE 30.0 1.5 e2e.json static_synapse
298 node_type_id=='517645929' pop_name=='i23Pvalb' -0.301005612695 DirectionRule_others 90.0 0.9 i2e.json static_synapse
299 node_type_id=='517645929' pop_name=='i6Htr3a' -0.421407857773 DirectionRule_others 90.0 1.5 i2e.json static_synapse
300 node_type_id=='517645929' pop_name=='i5Htr3a' -0.421407857773 DirectionRule_others 90.0 1.5 i2e.json static_synapse
301 node_type_id=='517645929' pop_name=='i23Htr3a' -0.0 DirectionRule_others 90.0 1.5 i2e.json static_synapse
302 node_type_id=='517645929' pop_name=='e4Rorb' 27.475313454299997 DirectionRule_EE 30.0 1.5 e2e.json static_synapse
303 node_type_id=='517645929' pop_name=='e4other' 27.475313454299997 DirectionRule_EE 30.0 1.5 e2e.json static_synapse
304 node_type_id=='517645929' pop_name=='i5Pvalb' -1.21907273142 DirectionRule_others 90.0 0.9 i2e.json static_synapse
305 node_type_id=='517645929' pop_name=='i4Pvalb' -1.09867048634 DirectionRule_others 90.0 0.9 i2e.json static_synapse
306 node_type_id=='517645929' pop_name=='i23Sst' -0.331106173964 DirectionRule_others 90.0 1.5 i2e.json static_synapse
307 node_type_id=='517645929' pop_name=='i4Htr3a' -0.0 DirectionRule_others 90.0 1.5 i2e.json static_synapse
308 node_type_id=='517645929' pop_name=='i4Sst' -0.421407857773 DirectionRule_others 90.0 1.5 i2e.json static_synapse
309 node_type_id=='517645929' pop_name=='e4Nr5a1' 27.475313454299997 DirectionRule_EE 30.0 1.5 e2e.json static_synapse
310 node_type_id=='517645929' pop_name=='i1Htr3a' -0.63211178666 DirectionRule_others 90.0 3.8 i2e.json static_synapse
311 node_type_id=='517645929' pop_name=='i5Sst' -0.406357577139 DirectionRule_others 90.0 1.5 i2e.json static_synapse
312 node_type_id=='517645929' pop_name=='e5noRbp4' 14.391830857 DirectionRule_EE 30.0 1.5 e2e.json static_synapse
313 node_type_id=='517645929' pop_name=='i6Sst' -0.406357577139 DirectionRule_others 90.0 1.5 i2e.json static_synapse
314 node_type_id=='517645929' pop_name=='e6Ntsr1' 4.012267996499999 DirectionRule_EE 30.0 3.5 e2e.json static_synapse
315 node_type_id=='476056333' pop_name=='e5Rbp4' 5.34423292729 DirectionRule_EE 30.0 2.5 e2e.json static_synapse
316 node_type_id=='476056333' pop_name=='e23Cux2' 4.781682092850001 DirectionRule_EE 30.0 1.6 e2e.json static_synapse
317 node_type_id=='476056333' pop_name=='i6Pvalb' -0.09828093990150001 DirectionRule_others 90.0 0.9 i2e.json static_synapse
318 node_type_id=='476056333' pop_name=='e4Scnn1a' 7.00375788895 DirectionRule_EE 30.0 1.3 e2e.json static_synapse
319 node_type_id=='476056333' pop_name=='i23Pvalb' -0.67947316475 DirectionRule_others 90.0 0.9 i2e.json static_synapse
320 node_type_id=='476056333' pop_name=='i6Htr3a' -0.0 DirectionRule_others 90.0 1.5 i2e.json static_synapse
321 node_type_id=='476056333' pop_name=='i5Htr3a' -0.351870031747 DirectionRule_others 90.0 1.5 i2e.json static_synapse
322 node_type_id=='476056333' pop_name=='i23Htr3a' -0.351870031747 DirectionRule_others 90.0 1.5 i2e.json static_synapse
323 node_type_id=='476056333' pop_name=='e4Rorb' 7.00375788895 DirectionRule_EE 30.0 1.3 e2e.json static_synapse
324 node_type_id=='476056333' pop_name=='e4other' 7.00375788895 DirectionRule_EE 30.0 1.3 e2e.json static_synapse
325 node_type_id=='476056333' pop_name=='i5Pvalb' -0.0 DirectionRule_others 90.0 0.9 i2e.json static_synapse
326 node_type_id=='476056333' pop_name=='i4Pvalb' -0.7765407597149999 DirectionRule_others 90.0 0.9 i2e.json static_synapse
327 node_type_id=='476056333' pop_name=='i23Sst' -0.364003481117 DirectionRule_others 90.0 1.5 i2e.json static_synapse
328 node_type_id=='476056333' pop_name=='i4Htr3a' -0.351870031747 DirectionRule_others 90.0 1.5 i2e.json static_synapse
329 node_type_id=='476056333' pop_name=='i4Sst' -0.351870031747 DirectionRule_others 90.0 1.5 i2e.json static_synapse
330 node_type_id=='476056333' pop_name=='e4Nr5a1' 7.00375788895 DirectionRule_EE 30.0 1.3 e2e.json static_synapse
331 node_type_id=='476056333' pop_name=='i1Htr3a' -0.509604873565 DirectionRule_others 90.0 3.8 i2e.json static_synapse
332 node_type_id=='476056333' pop_name=='i5Sst' -0.339736582375 DirectionRule_others 90.0 1.5 i2e.json static_synapse
333 node_type_id=='476056333' pop_name=='e5noRbp4' 5.34423292729 DirectionRule_EE 30.0 2.5 e2e.json static_synapse
334 node_type_id=='476056333' pop_name=='i6Sst' -0.0 DirectionRule_others 90.0 1.5 i2e.json static_synapse
335 node_type_id=='476056333' pop_name=='e6Ntsr1' 0.0 DirectionRule_EE 30.0 1.0 e2e.json static_synapse
336 node_type_id=='341442651' pop_name=='e5Rbp4' 4.43444750823 DirectionRule_others 90.0 1.2 e2i.json static_synapse
337 node_type_id=='341442651' pop_name=='e23Cux2' 10.571722859600001 DirectionRule_others 90.0 1.2 e2i.json static_synapse
338 node_type_id=='341442651' pop_name=='i6Pvalb' -0.0 DirectionRule_others 50.0 1.6 i2i.json static_synapse
339 node_type_id=='341442651' pop_name=='e4Scnn1a' 4.93110562916 DirectionRule_others 90.0 1.2 e2i.json static_synapse
340 node_type_id=='341442651' pop_name=='i23Pvalb' -1.3309459004000002 DirectionRule_others 50.0 1.6 i2i.json static_synapse
341 node_type_id=='341442651' pop_name=='i6Htr3a' -0.0 DirectionRule_others 50.0 1.5 i2i.json static_synapse
342 node_type_id=='341442651' pop_name=='i5Htr3a' -0.0 DirectionRule_others 50.0 1.5 i2i.json static_synapse
343 node_type_id=='341442651' pop_name=='i23Htr3a' -0.35230920893 DirectionRule_others 50.0 1.5 i2i.json static_synapse
344 node_type_id=='341442651' pop_name=='e4Rorb' 4.93110562916 DirectionRule_others 90.0 1.2 e2i.json static_synapse
345 node_type_id=='341442651' pop_name=='e4other' 4.93110562916 DirectionRule_others 90.0 1.2 e2i.json static_synapse
346 node_type_id=='341442651' pop_name=='i5Pvalb' -0.9982094253039999 DirectionRule_others 50.0 1.6 i2i.json static_synapse
347 node_type_id=='341442651' pop_name=='i4Pvalb' -1.3309459004000002 DirectionRule_others 50.0 1.6 i2i.json static_synapse
348 node_type_id=='341442651' pop_name=='i23Sst' -0.978636691472 DirectionRule_others 50.0 1.5 i2i.json static_synapse
349 node_type_id=='341442651' pop_name=='i4Htr3a' -0.35230920893 DirectionRule_others 50.0 1.5 i2i.json static_synapse
350 node_type_id=='341442651' pop_name=='i4Sst' -0.978636691472 DirectionRule_others 50.0 1.5 i2i.json static_synapse
351 node_type_id=='341442651' pop_name=='e4Nr5a1' 4.93110562916 DirectionRule_others 90.0 1.2 e2i.json static_synapse
352 node_type_id=='341442651' pop_name=='i1Htr3a' -0.939491223816 DirectionRule_others 50.0 3.8 i2i.json static_synapse
353 node_type_id=='341442651' pop_name=='i5Sst' -0.0 DirectionRule_others 50.0 1.5 i2i.json static_synapse
354 node_type_id=='341442651' pop_name=='e5noRbp4' 4.43444750823 DirectionRule_others 90.0 1.2 e2i.json static_synapse
355 node_type_id=='341442651' pop_name=='i6Sst' -0.0 DirectionRule_others 50.0 1.5 i2i.json static_synapse
356 node_type_id=='341442651' pop_name=='e6Ntsr1' 0.0 DirectionRule_others 90.0 1.2 e2i.json static_synapse
357 node_type_id=='474626527' pop_name=='e5Rbp4' 1.8341563411000001 DirectionRule_others 90.0 1.5 e2i.json static_synapse
358 node_type_id=='474626527' pop_name=='e23Cux2' 1.8341563411000001 DirectionRule_others 90.0 1.5 e2i.json static_synapse
359 node_type_id=='474626527' pop_name=='i6Pvalb' -0.0 DirectionRule_others 50.0 1.2 i2i.json static_synapse
360 node_type_id=='474626527' pop_name=='e4Scnn1a' 1.02793377359 DirectionRule_others 90.0 1.5 e2i.json static_synapse
361 node_type_id=='474626527' pop_name=='i23Pvalb' -0.45593276232 DirectionRule_others 50.0 1.2 i2i.json static_synapse
362 node_type_id=='474626527' pop_name=='i6Htr3a' -0.0 DirectionRule_others 50.0 1.5 i2i.json static_synapse
363 node_type_id=='474626527' pop_name=='i5Htr3a' -0.411451517215 DirectionRule_others 50.0 1.5 i2i.json static_synapse
364 node_type_id=='474626527' pop_name=='i23Htr3a' -0.411451517215 DirectionRule_others 50.0 1.5 i2i.json static_synapse
365 node_type_id=='474626527' pop_name=='e4Rorb' 1.02793377359 DirectionRule_others 90.0 1.5 e2i.json static_synapse
366 node_type_id=='474626527' pop_name=='e4other' 1.02793377359 DirectionRule_others 90.0 1.5 e2i.json static_synapse
367 node_type_id=='474626527' pop_name=='i5Pvalb' -0.45593276232 DirectionRule_others 50.0 1.2 i2i.json static_synapse
368 node_type_id=='474626527' pop_name=='i4Pvalb' -0.45593276232 DirectionRule_others 50.0 1.2 i2i.json static_synapse
369 node_type_id=='474626527' pop_name=='i23Sst' -0.578256186357 DirectionRule_others 50.0 1.5 i2i.json static_synapse
370 node_type_id=='474626527' pop_name=='i4Htr3a' -0.411451517215 DirectionRule_others 50.0 1.5 i2i.json static_synapse
371 node_type_id=='474626527' pop_name=='i4Sst' -0.578256186357 DirectionRule_others 50.0 1.5 i2i.json static_synapse
372 node_type_id=='474626527' pop_name=='e4Nr5a1' 1.02793377359 DirectionRule_others 90.0 1.5 e2i.json static_synapse
373 node_type_id=='474626527' pop_name=='i1Htr3a' -0.0 DirectionRule_others 50.0 3.8 i2i.json static_synapse
374 node_type_id=='474626527' pop_name=='i5Sst' -0.578256186357 DirectionRule_others 50.0 1.5 i2i.json static_synapse
375 node_type_id=='474626527' pop_name=='e5noRbp4' 1.8341563411000001 DirectionRule_others 90.0 1.5 e2i.json static_synapse
376 node_type_id=='474626527' pop_name=='i6Sst' -0.0 DirectionRule_others 50.0 1.5 i2i.json static_synapse
377 node_type_id=='474626527' pop_name=='e6Ntsr1' 0.0 DirectionRule_others 90.0 1.5 e2i.json static_synapse
378 node_type_id=='324266189' pop_name=='e5Rbp4' 2.14086939898 DirectionRule_others 90.0 1.5 e2i.json static_synapse
379 node_type_id=='324266189' pop_name=='e23Cux2' 7.08133724278 DirectionRule_others 90.0 1.5 e2i.json static_synapse
380 node_type_id=='324266189' pop_name=='i6Pvalb' -0.0 DirectionRule_others 50.0 1.2 i2i.json static_synapse
381 node_type_id=='324266189' pop_name=='e4Scnn1a' 2.8407690101800003 DirectionRule_others 90.0 1.5 e2i.json static_synapse
382 node_type_id=='324266189' pop_name=='i23Pvalb' -0.9540213767360001 DirectionRule_others 50.0 1.2 i2i.json static_synapse
383 node_type_id=='324266189' pop_name=='i6Htr3a' -0.0 DirectionRule_others 50.0 1.5 i2i.json static_synapse
384 node_type_id=='324266189' pop_name=='i5Htr3a' -0.0 DirectionRule_others 50.0 1.5 i2i.json static_synapse
